template_id,process_id,process_name,process_group,phase,section_name,sort_order,source_sheet,source_row,original_process,original_item,app_item_text,required,risk_level,default_status,assignee_role_default,worker_action_buttons,office_status_options,needs_review,note
CHK-0154,PROC_CARPENTRY,목공,목공,finish,,23,공정별 체크리스트,178,목공사,(천정 라인 따기 시 박스 상부에 보강 작업이 되어 있는가?),(천정 라인 따기 시 박스 상부에 보강 작업이 되어 있는가?),True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0155,PROC_CARPENTRY,목공,목공,finish,,24,공정별 체크리스트,179,목공사,"라인 조명, 마그네틱 조명, 매립 관련 조명 샘플은 현장에 있는가?","라인 조명, 마그네틱 조명, 매립 관련 조명 샘플은 현장에 있는가?",True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0156,PROC_CARPENTRY,목공,목공,finish,,25,공정별 체크리스트,180,목공사,사전 설치 되어야 하는 라인조명 하우징 or 마그네틱 레일 발주되었는가?,사전 설치 되어야 하는 라인조명 하우징 or 마그네틱 레일 발주되었는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0157,PROC_CARPENTRY,목공,목공,finish,,26,공정별 체크리스트,181,목공사,등 위치를 잡고 고객과 미팅을 하였는가?,등 위치를 잡고 고객과 미팅을 하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0158,PROC_CARPENTRY,목공,목공,finish,,27,공정별 체크리스트,182,목공사,TV위치가 정확하게 고객과 의논이 되었는가?,TV위치가 정확하게 고객과 의논이 되었는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0159,PROC_CARPENTRY,목공,목공,finish,,28,공정별 체크리스트,183,목공사,벽걸이 TV 시 브라켓 위치에 보강은 했는가?,벽걸이 TV 시 브라켓 위치에 보강은 했는가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0160,PROC_CARPENTRY,목공,목공,finish,,29,공정별 체크리스트,184,목공사,거실 천정 실링펜 설치 시 전청 보강은 했는가?,거실 천정 실링펜 설치 시 전청 보강은 했는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0161,PROC_CARPENTRY,목공,목공,finish,,30,공정별 체크리스트,185,목공사,커튼박스 크기가 맞는가?,커튼박스 크기가 맞는가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0162,PROC_CARPENTRY,목공,목공,finish,,31,공정별 체크리스트,186,목공사,가구가 들어가는곳의 깊이가 충분한가?,가구가 들어가는곳의 깊이가 충분한가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0163,PROC_CARPENTRY,목공,목공,finish,,32,공정별 체크리스트,187,목공사,해당현장의 천정 몰딩 마감의 종류가 무엇인지 확인하였는가?,해당현장의 천정 몰딩 마감의 종류가 무엇인지 확인하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0164,PROC_CARPENTRY,목공,목공,finish,,33,공정별 체크리스트,188,목공사,"스피커, 스프링클러, 감지기, 디퓨져등의 기구류가 라인이 맞는가?","스피커, 스프링클러, 감지기, 디퓨져등의 기구류가 라인이 맞는가?",True,high,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0165,PROC_CARPENTRY,목공,목공,finish,,34,공정별 체크리스트,189,목공사,천정 층고는 너무 낮지 않은가?,천정 층고는 너무 낮지 않은가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0166,PROC_CARPENTRY,목공,목공,finish,,35,공정별 체크리스트,190,목공사,빠뜨린 감지기는 없는가?,빠뜨린 감지기는 없는가?,True,high,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0167,PROC_CARPENTRY,목공,목공,finish,,36,공정별 체크리스트,191,목공사,가구와의 간섭관계에 문제는 없는가?,가구와의 간섭관계에 문제는 없는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0168,PROC_CARPENTRY,목공,목공,finish,,37,공정별 체크리스트,192,목공사,목작업을 하고 매일매일 정리정돈을 하고 있는가?,목작업을 하고 매일매일 정리정돈을 하고 있는가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0169,PROC_CARPENTRY,목공,목공,finish,,38,공정별 체크리스트,193,목공사,필름작업을 하기위해 현장청소를 마무리 하였는가?,필름작업을 하기위해 현장청소를 마무리 하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0170,PROC_CARPENTRY,목공,목공,finish,,39,공정별 체크리스트,194,목공사,가구문짝과 등기구 및 기타 기구류 위치가 간섭이 되는가?,가구문짝과 등기구 및 기타 기구류 위치가 간섭이 되는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0171,PROC_FILM,필름,필름,finish,,1,공정별 체크리스트,196,필름공사,필름작업할 곳에 대한 정보를 작업반장에게 전달하였는가?,필름작업할 곳에 대한 정보를 작업반장에게 전달하였는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0172,PROC_FILM,필름,필름,finish,,2,공정별 체크리스트,197,필름공사,필름의 종류를 미리 알려줬는가?,필름의 종류를 미리 알려줬는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0173,PROC_FILM,필름,필름,finish,,3,공정별 체크리스트,198,필름공사,퍼티는 포리퍼티인가?,퍼티는 포리퍼티인가?,True,low,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0174,PROC_FILM,필름,필름,finish,,4,공정별 체크리스트,199,필름공사,프라이머는 유성프라이머를 사용하는가?,프라이머는 유성프라이머를 사용하는가?,True,low,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0175,PROC_FILM,필름,필름,finish,,5,공정별 체크리스트,200,필름공사,필름 작업한 곳의 면 상태를 확인하였는가?,필름 작업한 곳의 면 상태를 확인하였는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0176,PROC_FILM,필름,필름,finish,,6,공정별 체크리스트,201,필름공사,샷시 필름 작업시 샷시 악세서리의 재사용 여부를 확인하였는가?,샷시 필름 작업시 샷시 악세서리의 재사용 여부를 확인하였는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0177,PROC_FILM,필름,필름,finish,,7,공정별 체크리스트,202,필름공사,필름에 기포가 생긴곳은 없는가?,필름에 기포가 생긴곳은 없는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0178,PROC_FILM,필름,필름,finish,,8,공정별 체크리스트,203,필름공사,필름이 찍힌곳은 없는가?,필름이 찍힌곳은 없는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0179,PROC_FILM,필름,필름,finish,,9,공정별 체크리스트,204,필름공사,필름작업 중 들어오는 타일곰방에 대하여 미리 언급을 하였는가?(자리 잡기),필름작업 중 들어오는 타일곰방에 대하여 미리 언급을 하였는가?(자리 잡기),True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0180,PROC_FILM,필름,필름,finish,,10,공정별 체크리스트,205,필름공사,필름작업이 더 필요한곳이 없는가?,필름작업이 더 필요한곳이 없는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0181,PROC_FILM,필름,필름,finish,,11,공정별 체크리스트,206,필름공사,필름작업이 끝나고 보양작업을 하였는가?,필름작업이 끝나고 보양작업을 하였는가?,True,medium,NOT_STARTED,필름 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0182,PROC_TILE,타일,타일,finish,,1,공정별 체크리스트,208,타일공사,타일의 파손여부를 확인 하였는가?,타일의 파손여부를 확인하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0183,PROC_TILE,타일,타일,finish,,2,공정별 체크리스트,209,타일공사,타일과 타일 부자재는 충분한가?,타일과 타일 부자재는 충분한가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0184,PROC_TILE,타일,타일,finish,,3,공정별 체크리스트,210,타일공사,(문병철 타일러 시공시 에폭시는 필히 석재용 준비),(문병철 타일러 시공시 에폭시는 필히 석재용 준비)을(를) 확인하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0185,PROC_TILE,타일,타일,finish,,4,공정별 체크리스트,211,타일공사,타일 시공 부분위 타일 사이즈는 맞는지 넘버는 맞는지 확인했는가?,타일 시공 부분위 타일 사이즈는 맞는지 넘버는 맞는지 확인했는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0186,PROC_TILE,타일,타일,finish,,5,공정별 체크리스트,212,타일공사,타일 와리는 어떻게 나눌지 확인 하였는가?,타일 와리는 어떻게 나눌지 확인하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0187,PROC_TILE,타일,타일,finish,,6,공정별 체크리스트,213,타일공사,타일마감과 마루마감이 연결되는 부위의 레벨을 정해 줬는가?,타일마감과 마루마감이 연결되는 부위의 레벨을 정해 줬는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0188,PROC_TILE,타일,타일,finish,,7,공정별 체크리스트,214,타일공사,졸리컷이 들어가야 할 부위를 모두다 설명 하였는가?,졸리컷이 들어가야 할 부위를 모두다 설명 하였는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0189,PROC_TILE,타일,타일,finish,,8,공정별 체크리스트,215,타일공사,졸리컷에 레진작업이 들어가야 할 부위를 다 설명 하였는가?,졸리컷에 레진작업이 들어가야 할 부위를 다 설명 하였는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0190,PROC_TILE,타일,타일,finish,,9,공정별 체크리스트,216,타일공사,타일작업한곳에 파손된 곳이 있는가?,타일작업한곳에 파손된 곳이 있는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0191,PROC_TILE,타일,타일,finish,,10,공정별 체크리스트,217,타일공사,줄눈은 구석구석 잘 들어 갔는가?,줄눈은 구석구석 잘 들어 갔는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0192,PROC_TILE,타일,타일,finish,,11,공정별 체크리스트,218,타일공사,"줄눈이 떡진곳이 있는가? 특히 트렌치와 육가 내부, 기타코너부위","줄눈이 떡진곳이 있는가? 특히 트렌치와 육가 내부, 기타코너부위",True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0193,PROC_TILE,타일,타일,finish,,12,공정별 체크리스트,219,타일공사,남은 타일은 시기에 맞게 반품하였는가?,남은 타일은 시기에 맞게 반품하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0194,PROC_TILE,타일,타일,finish,,13,공정별 체크리스트,220,타일공사,창고에 남은 부자재를 확인하고 발주하였는가?,창고에 남은 부자재를 확인하고 발주하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0195,PROC_TILE,타일,타일,finish,,14,공정별 체크리스트,221,타일공사,타일의 구배는 제대로 되었는가?,타일의 구배는 제대로 되었는가?,True,high,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0196,PROC_TILE,타일,타일,finish,,15,공정별 체크리스트,222,타일공사,트랜치는 미리 준비되어 있는가?,트랜치는 미리 준비되어 있는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0197,PROC_TILE,타일,타일,finish,,16,공정별 체크리스트,223,타일공사,(타일 첫날 셋업 시 타일러 랑 확인 후 바로 발주),(타일 첫날 셋업 시 타일러 랑 확인 후 바로 발주)을(를) 확인하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0198,PROC_TILE,타일,타일,finish,,17,공정별 체크리스트,224,타일공사,"욕실간접등과 타일 마감 높이, 그리고 문 높이에 문제가 있는가?","욕실간접등과 타일 마감 높이, 그리고 문 높이에 문제가 있는가?",True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0199,PROC_TILE,타일,타일,finish,,18,공정별 체크리스트,225,타일공사,타일 마감 높이는 윗집 배관 높이에서 충분이 이격하였는가?,타일 마감 높이는 윗집 배관 높이에서 충분이 이격하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0200,PROC_TILE,타일,타일,finish,,19,공정별 체크리스트,226,타일공사,돔천정이 작업되는데 무리가 없는 환경인가?,돔천정이 작업되는데 무리가 없는 환경인가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0201,PROC_TILE,타일,타일,finish,,20,공정별 체크리스트,227,타일공사,"돔천정 설치, 파티션실측, 도기류세팅,탄성코트 일정은 잡혀 있는가?","돔천정 설치, 파티션실측, 도기류세팅,탄성코트 일정은 잡혀 있는가?",True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0202,PROC_TILE,타일,타일,finish,,21,공정별 체크리스트,228,타일공사,수전 및 도기류는 빠짐없이 들어와 있는가?,수전 및 도기류는 빠짐없이 들어와 있는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0203,PROC_TILE,타일,타일,finish,,22,공정별 체크리스트,229,타일공사,욕실장 및 거울류를 발주 하였는가?,욕실장 및 거울류를 발주 하였는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0204,PROC_TILE,타일,타일,finish,,23,공정별 체크리스트,230,타일공사,젠다이 높이는 확인하였는가?,젠다이 높이는 확인하였는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0205,PROC_TILE,타일,타일,finish,,24,공정별 체크리스트,231,타일공사,매립수전 주변 타공은 제대로 되었는가?,매립수전 주변 타공은 제대로 되었는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0206,PROC_TILE,타일,타일,finish,,25,공정별 체크리스트,232,타일공사,매립휴지걸이 타공 사이즈는 맞는가?,매립휴지걸이 타공 사이즈는 맞는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0207,PROC_TILE,타일,타일,finish,,26,공정별 체크리스트,233,타일공사,타일세면대 다이는 미리 제작되어 있는가?,타일세면대 다이는 미리 제작되어 있는가?,True,medium,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0208,PROC_TILE,타일,타일,finish,,27,공정별 체크리스트,234,타일공사,비흡수면 프라이머는 발려져 있는가?,비흡수면 프라이머는 발려져 있는가?,True,low,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0209,PROC_TILE,타일,타일,finish,,28,공정별 체크리스트,235,타일공사,바탕면의 방수는 꼼꼼하게 되어 있는가?,바탕면의 방수는 꼼꼼하게 되어 있는가?,True,high,NOT_STARTED,타일 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0210,PROC_PAINT,도장,도장,finish,,1,공정별 체크리스트,237,도장공사,페인트는 준비되어있는가?,페인트는 준비되어있는가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0211,PROC_PAINT,도장,도장,finish,,2,공정별 체크리스트,238,도장공사,"밑작업의 품질은 확인하였는가? (볼록한곳, 오목한곳,터진곳)","밑작업의 품질은 확인하였는가? (볼록한곳, 오목한곳,터진곳)",True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0212,PROC_PAINT,도장,도장,finish,,3,공정별 체크리스트,239,도장공사,모서리에 페인트 밑작업을 위한 실리콘 처리가 되어 있는가?,모서리에 페인트 밑작업을 위한 실리콘 처리가 되어 있는가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0213,PROC_PAINT,도장,도장,finish,,4,공정별 체크리스트,240,도장공사,샌딩작업 후 먼지를 충분히 제거하고 작업을 하는가?,샌딩작업 후 먼지를 충분히 제거하고 작업을 하는가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0214,PROC_PAINT,도장,도장,finish,,5,공정별 체크리스트,241,도장공사,작업등은 충분한가?,작업등은 충분한가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0215,PROC_PAINT,도장,도장,finish,,6,공정별 체크리스트,242,도장공사,프라이머류 작업은 빠뜨리지 않고 하였는가?,프라이머류 작업은 빠뜨리지 않고 하였는가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0216,PROC_PAINT,도장,도장,finish,,7,공정별 체크리스트,243,도장공사,보양은 제대로 되어 있는가?,보양은 제대로 되어 있는가?,True,medium,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0217,PROC_PAINT,도장,도장,finish,,8,공정별 체크리스트,244,도장공사,커튼박스에 락카서페이서 작업을 하였는가?(금속 커튼월 일시),커튼박스에 락카서페이서 작업을 하였는가?(금속 커튼월 일시),True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0218,PROC_PAINT,도장,도장,finish,,9,공정별 체크리스트,245,도장공사,문틀 안쪽(방쪽)주변에 핸디작업을 하였는가?,문틀 안쪽(방쪽)주변에 핸디작업을 하였는가?,True,medium,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0219,PROC_PAINT,도장,도장,finish,,10,공정별 체크리스트,246,도장공사,발코니쪽에 핸디작업이 필요한 곳은 없는가?,발코니쪽에 핸디작업이 필요한 곳은 없는가?,True,low,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0220,PROC_PAINT,도장,도장,finish,,11,공정별 체크리스트,247,도장공사,바닥 타일 보양은 제대로 되어 있는가?,바닥 타일 보양은 제대로 되어 있는가?,True,medium,NOT_STARTED,도장 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0221,PROC_FLOORING,마루,바닥,finish,,1,공정별 체크리스트,249,마루공사,걸레받이가 필요한곳이 어디인지 알려줬는가?,걸레받이가 필요한곳이 어디인지 알려줬는가?,True,low,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0222,PROC_FLOORING,마루,바닥,finish,,2,공정별 체크리스트,250,마루공사,마루가 시작하는 위치와 방향을 알려줬는가?,마루가 시작하는 위치와 방향을 알려줬는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0223,PROC_FLOORING,마루,바닥,finish,,3,공정별 체크리스트,251,마루공사,마루 작업을 하기 이틀전에 마지막 S/L작업을 하였는가?,마루 작업을 하기 이틀전에 마지막 S/L작업을 하였는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0224,PROC_FLOORING,마루,바닥,finish,,4,공정별 체크리스트,252,마루공사,바탕면 정리를 잘 하는가?,바탕면 정리를 잘 하는가?,True,low,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0225,PROC_FLOORING,마루,바닥,finish,,5,공정별 체크리스트,253,마루공사,타일과 만나는곳에 면이 잘 정리되어 있는가?,타일과 만나는곳에 면이 잘 정리되어 있는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0226,PROC_FLOORING,마루,바닥,finish,,6,공정별 체크리스트,254,마루공사,마루위에 마루 본드가 묻어 있는곳은 없는가?,마루위에 마루 본드가 묻어 있는곳은 없는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0227,PROC_FLOORING,마루,바닥,finish,,7,공정별 체크리스트,255,마루공사,마루작업 후 전체 보양은 잘 되어 있는가?,마루작업 후 전체 보양은 잘 되어 있는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0228,PROC_FLOORING,마루,바닥,finish,,8,공정별 체크리스트,256,마루공사,가구작업 후 마루 보양지를 걷었을때 마루가 손상된 곳은 없는가.,가구작업 후 마루 보양지를 걷었을때 마루가 손상된 곳은 없는가?,True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0229,PROC_FLOORING,마루,바닥,finish,,9,공정별 체크리스트,257,마루공사,"마루작업전 페인트면, 필름면이 제대로 보양되어 있는가?","마루작업전 페인트면, 필름면이 제대로 보양되어 있는가?",True,medium,NOT_STARTED,마루 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0230,PROC_WALLPAPER,도배,도배,finish,,1,공정별 체크리스트,259,도배공사,도배지는 미리 와 있는가?,도배지는 미리 와 있는가?,True,medium,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0231,PROC_WALLPAPER,도배,도배,finish,,2,공정별 체크리스트,260,도배공사,바닥과 벽 보양은 잘 되어 있는가?,바닥과 벽 보양은 잘 되어 있는가?,True,medium,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0232,PROC_WALLPAPER,도배,도배,finish,,3,공정별 체크리스트,261,도배공사,빠짐없이 부직포 작업을 하고 있는가?,빠짐없이 부직포 작업을 하고 있는가?,True,low,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0233,PROC_WALLPAPER,도배,도배,finish,,4,공정별 체크리스트,262,도배공사,스피커자리에 풀칠은 하면 안됨,스피커 자리에 풀칠하지 않도록 확인하였는가?,True,low,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0234,PROC_WALLPAPER,도배,도배,finish,,5,공정별 체크리스트,263,도배공사,필요없는 구멍이 제대로 가려져 있는가?,필요없는 구멍이 제대로 가려져 있는가?,True,low,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0235,PROC_WALLPAPER,도배,도배,finish,,6,공정별 체크리스트,264,도배공사,거실 주방 복도부분에 감지기는 잘 가려져 있는가?,거실 주방 복도부분에 감지기는 잘 가려져 있는가?,True,high,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0236,PROC_WALLPAPER,도배,도배,finish,,7,공정별 체크리스트,265,도배공사,도배가 터진곳은 없는가?,도배가 터진곳은 없는가?,True,medium,NOT_STARTED,도배 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
